id_fatt_studio,n_fat,data_fat,nota_acr,cliente,t_iva,t_pagamento,note,id_banca,n_conf
256,141,"04/14/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

In riferimento all'orine nr: 504/2 del 10/04/2017

SCADENZA RIBA:12/05/2017",2,
258,143,"04/20/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
SCADENZA RIBA: 22/05/2017",2,
259,144,"04/21/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 525/2 del 14/04/2017

SCADENZA RIBA: 19/05/2017",2,
260,145,"04/27/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 549/2 del 21/04/2017

SCADENZA RIBA: 24/05/2017",2,
262,147,"04/28/17 00:00:00",0,534,,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Non Imponibile - Art 41 D.L. 331/93",2,
264,149,"05/03/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 518/2 del 28/04/2017

SCADENZA RIBA: 01/06/2017",2,
265,150,"05/05/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 518/2 del 28/04/2017

SCADENZA RIBA: 05/06/2017",2,
268,172,"05/09/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 619/2 del 08/05/2017

SCADENZA RIBA: 08/06/2017",2,
361,380,"10/12/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA riba: 13/11/2017",2,
433,111,"04/11/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 09/05/2018",2,
372,414,"11/15/17 00:00:00",0,80,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA FATTURA: 15/12/2017",2,
373,415,"11/15/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 15/12/2017",2,
450,130,"05/02/18 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba: 01/06/2018",2,
184,344,"09/27/16 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 27/10/2016",2,
383,429,"12/11/17 00:00:00",0,39,3,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA FATTURA : 11/01/2018",2,
261,146,"04/27/17 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 29/05/2017",2,
263,148,"04/28/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 549/2 del 21/04/2017

SCADENZA RIBA: 29/05/2017",2,
266,151,"05/05/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
ordine nr: 518/2 del 28/04/2017

SCADENZA RIBA: 05/06/2017",2,
269,174,"05/10/17 00:00:00",0,71,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA FATTURA: 09/06/2017

nr lotti: 7617021470; 7617021570; 7617021670; 7617021870; 7617022070; 7617022170; 7617022270

BOLLO CE: SE-1055-EC",2,
473,171,"06/01/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 29/06/2018",2,
63,259,"10/09/15 00:00:00",0,63,4,15,"Riferimento doc. giustificativo 2015/00491
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
117,159,"05/11/16 00:00:00",0,11,4,15,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
122,166,"05/17/16 00:00:00",0,465,4,15,"Saldati con proforma 5.500,00 €. Necessario saldo differenza di 210,32 €.",,
126,171,"05/25/16 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 24/06/2016",,
127,173,"05/26/16 00:00:00",0,149,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 27/06/2016",,
128,174,"05/30/16 00:00:00",0,465,4,15,"Saldati con proforma 5.500,00 €. Necessario saldo differenza di 115,06 €.",,
129,175,"05/30/16 00:00:00",0,343,4,2,"Scadenza Ri.Ba: 30/06/2016",,
130,177,"05/31/16 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 30/06/2016",,
131,178,"06/03/16 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 04/07/2016",,
32,141,"06/04/15 00:00:00",0,2,4,1,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA bonifico bancario 30 gg VALUTA FISSA 03/07/2015",,
33,157,"06/15/15 00:00:00",0,364,4,1,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA bonifico bancario 30 gg VALUTA FISSA 15/07/2015",,
34,158,"06/18/15 00:00:00",0,39,3,1,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA bonifico bancario 30 gg VALUTA FISSA 17/07/2015",,
35,159,"06/22/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
SCADENZA RIBA : 22/07/2015",,
38,162,"07/08/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba : 07/08/2015",,
39,163,"07/09/15 00:00:00",0,450,3,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza riba : 10/08/2015",,
40,187,"07/20/15 00:00:00",0,364,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 19/08/2015",,
41,188,"07/21/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 20/08/2015",,
490,209,"06/21/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA :19/07/2018",2,
491,210,"06/21/18 00:00:00",0,1,4,2,"SCADENZA RIBA: 19/07/2018",2,
118,160,"05/11/16 00:00:00",0,444,4,2,"Scadenza Ri.Ba: 07/06/2016",,
123,167,"05/17/16 00:00:00",0,354,4,2,"Numero ordine: 4500071134 del 17/05/2016

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 15/06/2016",,
132,179,"06/06/16 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 06/07/2016",,
133,180,"06/07/16 00:00:00",0,343,4,2,"Scadenza Ri.Ba: 05/07/2016",,
136,206,"06/13/16 00:00:00",0,487,4,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
138,209,"06/15/16 00:00:00",0,343,4,2,"Scadenza Ri.Ba: 12/07/2016",,
140,211,"06/17/16 00:00:00",0,1,4,2,"Numero ordine: 840/2 del 13/06/2016

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 15/07/2016",,
141,212,"06/20/16 00:00:00",0,80,4,1,"Numero ddt LI008099 del 17/06

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza: 20/07/2016",,
208,420,"11/22/16 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 22/12/2016",2,
124,168,"05/17/16 00:00:00",0,343,4,2,"Scadenza Ri.Ba: 17/06/2016",,
134,181,"06/07/16 00:00:00",0,354,4,2,"Numero ordine: 4500071471 del 19/05/2016

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 04/07/2016",,
139,210,"06/15/16 00:00:00",0,1,4,2,"Numero ordine: 840/2 del 13/06/2016

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 13/07/2016",,
142,214,"06/21/16 00:00:00",0,1,4,15,"Numero ordine: 878/2 del 17/06/2016",,
144,216,"06/22/16 00:00:00",0,343,4,2,"Scadenza Ri.ba: 19/07/2016",,
145,217,"06/22/16 00:00:00",0,1,4,15,"Numero ordine: 878/2 del 17/06/2016",,
146,218,"06/23/16 00:00:00",0,186,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza: 22/07/2016",,
147,219,"06/27/16 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza: 27/07/2016",,
519,259,"08/03/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA 31/08/2018",2,
272,177,"05/15/17 00:00:00",0,37,3,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 15/06/2017",2,
280,185,"05/24/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ORDINE NR 660/2 del 19/05/2017

SCADENZA RIBA: 23/06/2017",2,
285,190,"05/29/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 29/06/2017",2,
288,193,"06/05/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 05/07/2017",2,
291,219,"06/13/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 12/07/2017",2,
294,222,"06/15/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 14/07/2017",2,
295,223,"06/16/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 14/07/2017",2,
297,225,"06/20/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 19/07/2017",2,
273,178,"05/16/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ORDINE NR 636/2 del 12/05/2017

SCADENZA RIBA: 15/06/2017",2,
281,186,"05/25/17 00:00:00",0,186,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 26/06/2017",2,
292,220,"06/13/17 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 13/07/2017",2,
219,457,"12/27/16 00:00:00",0,11,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA : 26/01/2017",2,
274,179,"05/16/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ORDINE NR 634/2 del 12/05/2017

SCADENZA RIBA: 15/06/2017",2,
282,187,"05/26/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ORDINE NR 660/2 del 19/05/2017

SCADENZA RIBA: 23/06/2017",2,
293,221,"06/13/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 12/07/2017",2,
298,226,"06/22/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 830/2 del 19/06/2017

SCADENZA RIBA: 20/07/2017",2,
299,227,"06/23/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 21/07/2017",2,
300,229,"06/29/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 873/2 del 26/06/2017

SCADENZA RIBA: 27/07/2017",2,
301,230,"06/30/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr 880/2 del 26/06/2017

SCADENZA RIBA: 28/07/2017",2,
304,233,"07/07/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


SCADENZA RIBA: 07/08/2017",2,
36,160,"06/22/15 00:00:00",0,149,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08
SCADENZA RIBA : 22/07/2015",,
42,189,"07/23/15 00:00:00",0,364,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 21/08/2015",,
43,190,"07/27/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 27/08/2015

dalla quantità riportata in fattura sono stati detratti 20,85 kg relativi alla consegna del 24/07/2015",,
44,214,"08/11/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 11/09/2015",,
45,215,"08/12/15 00:00:00",0,364,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 11/09/2015",,
46,216,"08/17/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RI.BA : 15/09/2015",,
48,218,"08/24/15 00:00:00",0,263,3,3,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",,
49,219,"08/25/15 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2013/00093
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA 25/09/2015",,
143,215,"06/21/16 00:00:00",0,1,4,15,"Numero ordine: 878/2 del 17/06/2016",,
150,222,"07/01/16 00:00:00",0,88,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 01/08/2016",,
148,220,"06/28/16 00:00:00",0,343,4,2,"Scadenza Ri.Ba: 26/07/2016",,
151,224,"07/05/16 00:00:00",0,364,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 04/08/2016",,
152,225,"07/07/16 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 08/08/2016",,
155,258,"07/14/16 00:00:00",0,1,4,2,"Vs ordine: 1018/2 del 11/07/0216

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 12/08/2016",,
156,260,"07/15/16 00:00:00",0,37,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 16/08/2016",,
157,261,"07/18/16 00:00:00",0,88,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 18/08/2016",,
275,180,"05/17/17 00:00:00",0,66,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 19/06/2017",2,
302,231,"07/05/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


SCADENZA RIBA: 03/08/2017",2,
305,234,"07/10/17 00:00:00",0,93,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08


SCADENZA RIBA: 10/08/2017",2,
307,236,"07/11/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA: 10/08/2017",2,
308,237,"07/13/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr: 927/2 del 10/07/2017

SCADENZA: 11/08/2017",2,
309,265,"07/14/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

ordine nr: 932/2 del 03/07/2017

SCADENZA: 14/08/2017",2,
310,266,"07/17/17 00:00:00",0,513,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA: 17/08/2017",2,
311,267,"07/20/17 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

scandenza riba: 17/08/2017",2,
417,74,"03/07/18 00:00:00",0,557,3,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

rid al ddt nr: 440/CC del 06/03/2018

SCADENZA RIBA: 30/04/2018",2,
420,77,"03/12/18 00:00:00",0,512,3,3,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",2,
421,78,"03/15/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701.
Conforme al Reg. CE 834/07 e CE 889/08

scadenza RIBA: 13/04/2018",2,
422,79,"03/16/18 00:00:00",0,557,3,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

rid al ddt nr: 519/CC  del 15/03/2018

SCADENZA RIBA: 30/04/2018",2,
424,81,"03/22/18 00:00:00",0,160,4,1,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA fattura: 20/04/2018",2,
426,84,"03/28/18 00:00:00",0,564,4,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 30/04/2018",2,
427,85,"03/29/18 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

SCADENZA RIBA: 27/04/2018",2,
429,87,"03/30/18 00:00:00",0,557,3,13,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

rid al ddt nr: 655/CC

SCADENZA RIBA: 30/04/2018",2,
158,262,"07/18/16 00:00:00",0,88,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 18/08/2016",,
160,265,"07/19/16 00:00:00",0,1,4,2,"Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 16/08/2016",,
161,266,"07/21/16 00:00:00",0,1,4,2,"Vs ordine: 1064/2 del 19/07/0216

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 19/08/2016",,
164,270,"08/02/16 00:00:00",0,1,4,2,"Vs ordine: 1146/2 del 29/07/0216

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 30/08/2016",2,
166,272,"08/05/16 00:00:00",0,1,4,2,"Vs ordine: 1146/2 del 29/07/0216

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08

Scadenza Ri.Ba: 02/09/2016",2,
167,303,"08/08/16 00:00:00",0,439,4,14,"Scadenza: 30/09/2016

Riferimento doc. giustificativo 2016/00084
Controllato da ICEA - IT BIO 006 - operatore controllato H2701. 
Conforme al Reg. CE 834/07 e CE 889/08",2,
